participant_id,session_id,timestamp,heart_rate,accel_x,accel_y,accel_z
participant-01,demo-session,2026-01-01 12:00:00+00:00,67.40003973439876,0.01356690866400822,0.0164220877810098,0.9985044329692921
participant-01,demo-session,2026-01-01 12:00:00.100000+00:00,71.90754334186488,-0.00035844441297767856,0.020910454050660204,0.9696516067059011
participant-01,demo-session,2026-01-01 12:00:00.200000+00:00,72.41423905062811,0.024375528010839587,0.00270828654846781,1.0098129011491976
participant-01,demo-session,2026-01-01 12:00:00.300000+00:00,65.21664430559979,-0.011575698458731179,0.02395236707615253,0.9955481253074709
participant-01,demo-session,2026-01-01 12:00:00.400000+00:00,66.8701781940318,-0.03334940111567542,0.018357560972812426,0.9962303031108174
participant-01,demo-session,2026-01-01 12:00:00.500000+00:00,70.47660887664703,0.0497483966159553,0.028006160488176352,1.0119609739109585
participant-01,demo-session,2026-01-01 12:00:00.600000+00:00,69.39776507772899,-0.015258311018639769,0.024839493971397536,1.017438761649987
participant-01,demo-session,2026-01-01 12:00:00.700000+00:00,70.17771169762217,-0.014393012546121124,0.039752010839732954,1.0008989185137909
participant-01,demo-session,2026-01-01 12:00:00.800000+00:00,68.118423711063,-0.001672534673568084,-0.00431312128818357,0.998457677636239
participant-01,demo-session,2026-01-01 12:00:00.900000+00:00,72.48081987711261,0.001714910443363249,-0.03387538115277433,1.052675355774158
participant-01,demo-session,2026-01-01 12:00:01+00:00,72.25806522837534,-0.009917820242320196,0.017023329843930637,1.030792300071814
participant-01,demo-session,2026-01-01 12:00:01.100000+00:00,70.50988819538165,-0.00044948355191257313,0.02012434861922429,1.0214906208822214
participant-01,demo-session,2026-01-01 12:00:01.200000+00:00,73.194102718113,-0.001030943203810962,0.04070636940345214,1.0034018683898343
participant-01,demo-session,2026-01-01 12:00:01.300000+00:00,71.57592007293302,0.0045601215957843996,0.033422161743846254,0.9737654209750339
participant-01,demo-session,2026-01-01 12:00:01.400000+00:00,68.29001792847913,-0.06189133207235116,0.05107466482780309,1.0295973770378661
participant-01,demo-session,2026-01-01 12:00:01.500000+00:00,71.39118035532694,0.049716023252606045,0.01638421132974893,1.0038140366417079
participant-01,demo-session,2026-01-01 12:00:01.600000+00:00,68.10309973807581,-0.003921153532441198,0.006091464008986749,0.9846344339000311
